Date,predicted_mean
2022-04-24,101911.68808423908
2022-04-25,96748.56959181807
2022-04-26,94264.85545976649
2022-04-27,99023.39695108177
2022-04-28,100993.07602103408
2022-04-29,90733.28921478448
2022-04-30,102766.53839344108
2022-05-01,85440.58949445306
2022-05-02,78160.64905390295
2022-05-03,91208.6886225986
2022-05-04,87956.94456091517
2022-05-05,101385.93923356615
2022-05-06,92344.07012315432
2022-05-07,78402.32889493492
2022-05-08,76529.57506207356
2022-05-09,72282.25819372192
2022-05-10,85076.70940350973
2022-05-11,77734.92215670452
2022-05-12,78249.84264421478
2022-05-13,76993.69723361278
2022-05-14,76737.47814009526
2022-05-15,74870.54962339484
2022-05-16,68537.47835678696
2022-05-17,68554.76832939379
2022-05-18,69813.03014412412
2022-05-19,73164.94369454366
2022-05-20,71505.9773706792
2022-05-21,70319.1534006048
2022-05-22,67702.2687298367
2022-05-23,67691.68318440087
2022-05-24,66901.37774482249
2022-05-25,64220.144741095064
2022-05-26,63049.56717073687
2022-05-27,63082.568284813504
2022-05-28,63675.31645035127
2022-05-29,61126.44267065049
2022-05-30,57822.84727180164
2022-05-31,59927.339645427106
2022-06-01,62225.72584726096
2022-06-02,62947.81962576594
2022-06-03,61877.3439576667
2022-06-04,64185.8467214356
2022-06-05,60408.45100701819
2022-06-06,57036.325513281314
2022-06-07,58405.27454395594
2022-06-08,58549.66777820146
2022-06-09,60632.99439053241
2022-06-10,60080.40261799159
2022-06-11,56846.43020137725
2022-06-12,52921.907098435004
2022-06-13,55585.53089237009
2022-06-14,54522.319789139554
2022-06-15,58140.29468008948
2022-06-16,57202.792991303075
2022-06-17,53911.82241060484
2022-06-18,54701.619244491376
2022-06-19,49134.6264514926
2022-06-20,53258.373476927285
2022-06-21,51886.77876807143
2022-06-22,52276.246965624174
2022-06-23,49637.947422949735
2022-06-24,51191.05270960681
2022-06-25,51807.089859241074
2022-06-26,46814.03711900854
2022-06-27,49839.201224710356
2022-06-28,48276.42994562345
2022-06-29,47757.87644798924
2022-06-30,45995.29352723791
2022-07-01,44808.34701245722
2022-07-02,46303.13027008643
2022-07-03,43451.86422935334
2022-07-04,40714.51858407264
2022-07-05,42380.78113051703
2022-07-06,43761.07846606159
2022-07-07,46668.411477581874
2022-07-08,44306.02977779636
2022-07-09,43106.28864559849
2022-07-10,45895.34195348868
2022-07-11,43284.36279070138
2022-07-12,40823.63320289372
2022-07-13,45354.10413644973
2022-07-14,46192.349768854576
2022-07-15,42164.16542150582
2022-07-16,39701.352262739885
2022-07-17,39088.98553835385
2022-07-18,39304.52796348397
2022-07-19,41796.593778687486
2022-07-20,40371.18199575743
2022-07-21,41515.42632453543
2022-07-22,40053.43335296291
2022-07-23,41829.51487684972
2022-07-24,38773.50261260805
2022-07-25,38698.85891899797
2022-07-26,39819.24906823813
2022-07-27,38726.38946787662
2022-07-28,39034.42344582928
2022-07-29,39630.2133697115
2022-07-30,38951.529648973315
2022-07-31,37124.91851771626
2022-08-01,39131.31629716339
2022-08-02,37042.41147137442
2022-08-03,35700.57614413621
2022-08-04,37243.07579188677
2022-08-05,37731.80589806148
2022-08-06,37041.52744167029
2022-08-07,38679.16138805073
2022-08-08,36722.70175860276
2022-08-09,35917.764160406026
2022-08-10,35954.700688486846
2022-08-11,37334.82248156445
2022-08-12,37278.01768562489
2022-08-13,35147.29108992579
2022-08-14,34960.51013276836
2022-08-15,32828.76370658836
2022-08-16,34201.653178120774
2022-08-17,35378.125372218856
2022-08-18,35301.34965867107
2022-08-19,35447.79948283591
2022-08-20,33997.04076815053
2022-08-21,37271.44810509168
2022-08-22,36138.004384370106
2022-08-23,35876.069267404
2022-08-24,34250.30247570937
2022-08-25,33665.17654569415
2022-08-26,35949.14181340871
2022-08-27,35193.51302583369
2022-08-28,32238.012288978156
2022-08-29,30629.09974396589
2022-08-30,33171.8870510423
2022-08-31,33800.75665071228
2022-09-01,34731.399943997945
2022-09-02,32990.976587393714
2022-09-03,34502.59828052453
2022-09-04,32699.66122583431
2022-09-05,31513.995624118026
2022-09-06,32925.92316910611
2022-09-07,32360.704365581743
2022-09-08,31796.972068634986
2022-09-09,31428.736674865297
2022-09-10,32399.45363689797
2022-09-11,29798.29285615449
2022-09-12,28557.0773857725
2022-09-13,28675.067149411243
2022-09-14,29554.92811622199
2022-09-15,31186.788660796738
2022-09-16,33110.10809737837
2022-09-17,35924.174103229045
2022-09-18,34637.3413069198
2022-09-19,32973.57588481667
2022-09-20,34825.03169206291
2022-09-21,32081.4757794627
2022-09-22,31996.620085149076
2022-09-23,33680.92398333765
2022-09-24,32377.23803013698
2022-09-25,32322.387297522346
2022-09-26,30264.273220592928
2022-09-27,30772.30790489343
2022-09-28,31452.471267528574
2022-09-29,30933.25833855096
2022-09-30,31023.936761990644
2022-10-01,30743.0207624553
2022-10-02,29340.19581808642
2022-10-03,29316.32002790219
2022-10-04,31955.86169481522
2022-10-05,31733.364616183415
2022-10-06,31465.981711141045
2022-10-07,31875.041178416835
2022-10-08,30233.623425210244
2022-10-09,27326.42694964272
2022-10-10,28312.278315464813
2022-10-11,27116.40818956048
2022-10-12,28236.9745401379
2022-10-13,28885.962549533044
2022-10-14,27779.596087800055
2022-10-15,28383.676327902715
2022-10-16,30052.28502086438
2022-10-17,30289.146020860917
2022-10-18,31095.110328583556
2022-10-19,29303.849204241415
2022-10-20,28469.638540036667
2022-10-21,28676.15152167882
2022-10-22,28642.142291473607
2022-10-23,28964.54562635812
2022-10-24,29210.534975995106
2022-10-25,29032.464853769656
2022-10-26,28953.19294712198
2022-10-27,29752.00839992377
2022-10-28,28299.50952987221
2022-10-29,27818.649206532806
2022-10-30,26049.288014515052
2022-10-31,24762.047708216007
2022-11-01,26139.57777114214
2022-11-02,27077.59267150965
2022-11-03,27655.14456298905
2022-11-04,28920.015531679448
2022-11-05,28014.474607704164
2022-11-06,28949.427933774543
2022-11-07,30822.506913909172
2022-11-08,27306.464285249596
2022-11-09,27081.025147271008
2022-11-10,28491.6159288316
2022-11-11,27851.557459573705
2022-11-12,26407.674767885903
2022-11-13,25128.44697135151
2022-11-14,24977.373406315404
2022-11-15,26166.366487520212
2022-11-16,27132.91624993382
2022-11-17,26113.24675542652
2022-11-18,26900.20642077032
2022-11-19,28770.224462014845
2022-11-20,25890.61243773865
2022-11-21,25020.694662390946
2022-11-22,24580.427657364646
2022-11-23,26471.943632248596
2022-11-24,26930.368547045073
2022-11-25,27241.761928769116
2022-11-26,25357.821605975125
2022-11-27,25617.590022895587
2022-11-28,25783.014362961934
2022-11-29,25537.522512476135
2022-11-30,24678.30296184222
2022-12-01,8463.707785675828
2022-12-02,17374.578614818583
2022-12-03,24262.74079445711
2022-12-04,23169.865236572197
2022-12-05,25713.502079018734
2022-12-06,23274.386819997966
2022-12-07,23878.238466387596
2022-12-08,24164.551640484267
2022-12-09,22550.32161064983
2022-12-10,22666.92043484512
2022-12-11,22236.24414231286
2022-12-12,21344.953995109227
2022-12-13,23022.739168150256
2022-12-14,23342.2435715663
2022-12-15,22075.006975371638
2022-12-16,21493.86996208622
2022-12-17,23032.57203591538
2022-12-18,22105.472413346703
2022-12-19,22524.80993092241
2022-12-20,24638.513974179892
2022-12-21,24873.88577274249
2022-12-22,22430.591483664073
2022-12-23,21340.263615888474
2022-12-24,21310.58739174681
2022-12-25,21017.402005741544
2022-12-26,16666.811338504944
2022-12-27,19068.561127796893
2022-12-28,20479.775747933305
2022-12-29,20330.238185139213
2022-12-30,20025.99506692268
2022-12-31,20897.001932772782
2023-01-01,20577.82302525021
2023-01-02,21576.948498081016
2023-01-03,22211.623104196628
2023-01-04,22067.7497668504
2023-01-05,22366.80057713083
2023-01-06,22265.359086053577
2023-01-07,20500.366790199954
2023-01-08,21305.085880475734
2023-01-09,21719.633595345917
2023-01-10,20466.03821281139
2023-01-11,21821.090777093323
2023-01-12,22105.864898651027
2023-01-13,22501.471045204966
2023-01-14,21351.263750753023
2023-01-15,19955.68960628636
2023-01-16,22813.441991341733
2023-01-17,22660.103163685777
2023-01-18,21877.533695139547
2023-01-19,22703.36194240199
2023-01-20,22557.710348178418
2023-01-21,22870.16454661607
2023-01-22,21071.26625481597
2023-01-23,20850.293634812704
2023-01-24,20893.137286757476
2023-01-25,22414.596485799673
2023-01-26,21682.58287048015
2023-01-27,20704.46033378925
2023-01-28,20871.039329242205
2023-01-29,21518.78472944846
2023-01-30,21398.835699647112
2023-02-01,22040.0536669755
2023-02-02,21936.3144502755
2023-02-03,21723.362266640215
2023-02-04,21760.92684295549
2023-02-05,20502.17418120998
2023-02-06,21421.806595554674
2023-02-07,20516.96891784075
2023-02-08,22099.50837527404
2023-02-09,21111.047285125685
2023-02-10,22773.675182113322
2023-02-11,22167.932574437236
2023-02-12,19728.067818570253
2023-02-13,20750.547315980948
2023-02-14,20140.817862380158
2023-02-15,22419.42471188719
2023-02-16,20907.438106860394
