Date,predicted_mean
2022/4/8,136508.82174555227
2022/4/9,137373.4983232791
2022/4/10,130617.11425532913
2022/4/11,114167.61521624449
2022/4/12,112602.8167553293
2022/4/13,120626.5368594112
2022/4/14,117881.92729206578
2022/4/15,122716.58649553673
2022/4/16,114807.7474338709
2022/4/17,109413.4048889959
2022/4/18,111453.94885299889
2022/4/19,109890.7439501562
2022/4/20,102847.2341236274
2022/4/21,98240.3090041253
2022/4/22,113856.03790758752
2022/4/23,104669.20585035082
2022/4/24,95478.12779700827
2022/4/25,94341.39730384774
2022/4/26,100760.1219694249
2022/4/27,104368.4799396012
2022/4/28,90785.41349162332
2022/4/29,101112.31334768354
2022/4/30,81406.61300593625
2022/5/1,78836.25489634977
2022/5/2,91284.64979431627
2022/5/3,86187.27799373798
2022/5/4,97677.46052219615
2022/5/5,93178.37460721053
2022/5/6,79773.98935259643
2022/5/7,76762.1695259151
2022/5/8,71823.73353711728
2022/5/9,85034.64223352792
2022/5/10,78741.10097782005
2022/5/11,77978.9045235784
2022/5/12,78865.56322235557
2022/5/13,78982.1493073286
2022/5/14,72388.7582946948
2022/5/15,68344.81919227124
2022/5/16,68556.89083325153
2022/5/17,67391.77731634109
2022/5/18,70823.63936464919
2022/5/19,72479.73220743638
2022/5/20,69103.79994492594
2022/5/21,68298.84440595246
2022/5/22,70127.25825003139
2022/5/23,66189.53678208521
2022/5/24,60521.37072704922
2022/5/25,61959.18502278284
2022/5/26,63492.15915634283
2022/5/27,62676.897509684815
2022/5/28,61290.90857110282
2022/5/29,57278.764830623135
2022/5/30,59693.35372630981
2022/5/31,62846.00130213615
2022/6/1,62907.35852513116
2022/6/2,60837.03328868808
2022/6/3,64923.78138980606
2022/6/4,61191.15945191345
2022/6/5,56148.89546917298
2022/6/6,58374.303118153715
2022/6/7,59042.945544862225
2022/6/8,61218.097928861134
2022/6/9,59080.446532909795
2022/6/10,56336.99762791044
2022/6/11,52109.96805911792
2022/6/12,57365.89527268534
2022/6/13,55683.67119128417
2022/6/14,60365.59920166811
2022/6/15,58595.38407102829
2022/6/16,55355.76077333592
2022/6/17,55078.09887876792
2022/6/18,48845.96544708057
2022/6/19,52921.19407271365
2022/6/20,52075.02868549244
2022/6/21,52074.77861649586
2022/6/22,51015.252719520875
2022/6/23,51215.413133246795
2022/6/24,52465.970073792785
2022/6/25,47674.56819209563
2022/6/26,50857.72606054875
2022/6/27,48360.447599887484
2022/6/28,48461.418840686645
2022/6/29,44770.869593361094
2022/6/30,45319.850933183
2022/7/1,45912.756988564215
2022/7/2,43161.50719387035
2022/7/3,41162.30059880289
2022/7/4,43304.02466779579
2022/7/5,44063.076211896594
2022/7/6,46671.79189069087
2022/7/7,45129.31467299882
2022/7/8,42827.69225366368
2022/7/9,45984.28183091217
2022/7/10,42742.096595093855
2022/7/11,40116.73264024834
2022/7/12,45418.72136831965
2022/7/13,45444.28726569451
2022/7/14,42092.795066606
2022/7/15,40393.30920014134
2022/7/16,38594.45043580041
2022/7/17,37519.53902842587
2022/7/18,42783.84686683067
2022/7/19,40663.962347457884
2022/7/20,40618.73627342453
2022/7/21,39596.33417942521
2022/7/22,43211.12812198198
2022/7/23,38137.1386083292
2022/7/24,38435.88796215127
2022/7/25,39637.76725048569
2022/7/26,38706.47467385287
2022/7/27,39197.48040966214
2022/7/28,40963.5698799303
2022/7/29,37987.51691440561
2022/7/30,37440.67081398952
2022/7/31,39742.70970438344
2022/8/1,36158.964775672976
2022/8/2,34904.20090041113
2022/8/3,36097.914293369
2022/8/4,37190.603701934735
2022/8/5,36281.178017081606
2022/8/6,36736.941457519155
2022/8/7,37411.79729337852
2022/8/8,36005.1375094976
2022/8/9,35947.67533904483
2022/8/10,36787.34027865914
2022/8/11,37389.413887185314
2022/8/12,33996.06008728857
2022/8/13,34719.766404694616
2022/8/14,32378.420809000516
2022/8/15,35329.878872789624
2022/8/16,35998.874529297565
2022/8/17,33978.46458898546
2022/8/18,36764.15850133041
2022/8/19,32835.320448581806
2022/8/20,37848.91069049913
2022/8/21,36286.68177607288
2022/8/22,35242.81406278653
2022/8/23,33431.933349169274
2022/8/24,34031.59880774656
2022/8/25,35064.0992735546
2022/8/26,34391.42124679584
2022/8/27,32308.761703415068
2022/8/28,29637.485594811238
2022/8/29,33199.74815663024
2022/8/30,34229.20559857612
2022/8/31,34543.229342201885
2022/9/1,32889.98360536284
2022/9/2,34224.1673535607
2022/9/3,32585.559766870454
2022/9/4,31930.813319009358
2022/9/5,33052.252795673114
2022/9/6,31768.413711648576
2022/9/7,32483.60436601515
2022/9/8,30286.44440909631
2022/9/9,32257.629119363886
2022/9/10,30390.926868242506
2022/9/11,28978.84542738389
2022/9/12,28993.110986473974
2022/9/13,29859.12968740965
2022/9/14,30649.599902585367
2022/9/15,32522.61816812142
2022/9/16,36046.796323922405
2022/9/17,35126.90056456025
2022/9/18,34292.26044150428
2022/9/19,35590.40440413776
2022/9/20,32169.939369290038
2022/9/21,31498.54095811699
2022/9/22,33463.84849220241
2022/9/23,32170.26450633072
2022/9/24,32485.95134691111
2022/9/25,29629.801794564766
2022/9/26,30035.81052128423
2022/9/27,30986.227316612294
2022/9/28,31732.047282372096
2022/9/29,29205.306333950764
2022/9/30,31457.888916650427
2022/10/1,30169.352670779994
2022/10/2,30560.92907717093
2022/10/3,31874.053927329438
2022/10/4,31370.373727301583
2022/10/5,31095.443204636354
2022/10/6,32007.339628647314
2022/10/7,29939.038726687846
2022/10/8,27585.082363222493
2022/10/9,29004.049760746715
2022/10/10,26528.537334456592
2022/10/11,28038.033171556155
2022/10/12,28209.37112019759
2022/10/13,27965.263486760654
2022/10/14,28495.56226298934
2022/10/15,29095.613804349956
2022/10/16,30630.24414800255
2022/10/17,31133.03723179876
2022/10/18,30158.241185458046
2022/10/19,28620.136629245993
2022/10/20,28664.1170971223
2022/10/21,28566.61456686703
2022/10/22,28509.355946002233
2022/10/23,29217.19519217787
2022/10/24,29872.928033210483
2022/10/25,27798.400579122215
2022/10/26,29963.816004716453
2022/10/27,28463.683618172927
2022/10/28,29181.41709589236
2022/10/29,26440.740944890873
2022/10/30,24688.110751098124
2022/10/31,26765.70240087518
2022/11/1,26777.194316529676
2022/11/2,28344.340098905854
2022/11/3,28616.408986224244
2022/11/4,27611.88548872732
2022/11/5,29563.818139134753
2022/11/6,30808.501511676404
2022/11/7,27766.747053926894
2022/11/8,26829.765939068195
2022/11/9,29028.203416399323
2022/11/10,27907.110533540323
2022/11/11,26798.94892846088
2022/11/12,24845.910462865468
2022/11/13,25577.511888216202
2022/11/14,26104.396013330683
2022/11/15,26609.35877304958
2022/11/16,26623.572973689796
2022/11/17,26854.889381153156
2022/11/18,27313.368705150184
2022/11/19,26127.880394884618
2022/11/20,25118.750154679063
2022/11/21,25848.998251332938
2022/11/22,27314.553980249242
2022/11/23,26891.55903307213
2022/11/24,27010.91982742549
2022/11/25,25533.493109272407
2022/11/26,25358.581035511128
2022/11/27,26058.489716463926
2022/11/28,25712.48449277101
2022/11/29,24874.670479828095
2022/11/30,8324.840899567102
2022/12/1,17360.223603282226
2022/12/2,24680.203424080995
2022/12/3,23522.577811980635
2022/12/4,26367.181397061686
2022/12/5,23358.101623171402
2022/12/6,24336.359746334623
2022/12/7,23775.93509063479
2022/12/8,22691.31868010293
2022/12/9,22168.387974987025
2022/12/10,21956.132535707802
2022/12/11,21033.06065460084
2022/12/12,22305.709989341143
2022/12/13,24100.52787558492
2022/12/14,22000.156047083503
2022/12/15,21644.49161363608
2022/12/16,23212.14895727988
2022/12/17,22789.89471690828
2022/12/18,22627.116282732117
2022/12/19,24643.599560345
2022/12/20,24976.895337889237
2022/12/21,22535.8703997978
2022/12/22,21739.30162552689
2022/12/23,20309.49283983879
2022/12/24,21222.166319099346
2022/12/25,17328.34023687077
2022/12/26,19224.0595508066
2022/12/27,20107.174502211998
2022/12/28,19938.827551457147
2022/12/29,20379.69983637165
2022/12/30,20259.698505272252
2022/12/31,20579.753286530195
2023/1/1,22046.850628759155
2023/1/2,22065.6743047797
2023/1/3,22409.780754131923
2023/1/4,22251.013444022785
2023/1/5,22842.013586500485
2023/1/6,19426.260969978215
2023/1/7,21900.493749289373
2023/1/8,21802.60718594564
2023/1/9,20024.572874635487
2023/1/10,21631.380136294985
2023/1/11,22590.531533072415
2023/1/12,22731.966769380288
2023/1/13,21066.588055028038
2023/1/14,19685.736062830918
2023/1/15,22401.76206504009
2023/1/16,21601.12971790189
2023/1/17,21900.753526351902
2023/1/18,22028.94697105695
2023/1/19,21959.0163288731
2023/1/20,23372.604317516336
2023/1/21,21399.4568964335
2023/1/22,20336.630889121847
2023/1/23,20670.678261598583
2023/1/24,22028.213834706028
2023/1/25,20965.25580086217
2023/1/26,20973.808435660383
2023/1/27,20683.76032939275
2023/1/28,22509.10495219695
2023/1/29,21624.062284892367
2023/1/30,21857.113591182784
2023/2/1,22050.61173592576
2023/2/2,21835.523632101722
2023/2/3,22170.040685925836
2023/2/4,20494.760539512616
2023/2/5,21352.89645284695
2023/2/6,21179.918652829194
2023/2/7,21797.43044551759
2023/2/8,20625.142266624305
2023/2/9,22936.33445479868
2023/2/10,23003.75454957712
2023/2/11,19639.292590721263
2023/2/12,21127.178498897927
2023/2/13,20242.915134787254
2023/2/14,22426.74638179529
2023/2/15,21571.05181690378
2023/2/16,19877.74039743859
2023/2/17,
2023/2/18,
2023/2/19,
2023/2/20,
2023/2/21,
2023/2/22,
2023/2/23,
2023/2/24,
2023/2/25,
2023/2/26,
2023/2/27,
2023/2/28,
2023/3/1,
